question_id,expected_answer,evaluation_rubric
2061bc78-5328-4d7f-838e-86fafcaf4887,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
20ec89f6-059a-454f-b79d-66d948dee51c,"The app should identify a gap in JavaScript event handling and DOM interaction, because interactivity requires responding to user actions and updating page behavior programmatically.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
222fff17-f426-456b-92a6-eb69ed334365,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
224ca8ea-70af-4c7e-bb78-1eb143179ae6,"The app should recommend layout and spacing fundamentals such as the box model, margin, padding, and consistent styling rules, because visual clarity often depends on these basics.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
228b2a00-9acc-4d5f-b290-ed351a8ef5e0,"The app should explicitly explain that binary search depends on order. It should show a counterexample on unsorted data, then prompt the learner either to sort first or to choose linear search.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
22953f72-03df-4f99-9e5a-bb6d5754a774,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
238f6f15-f987-4fd4-acf8-d74939a26173,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
23e71b7a-ff8d-4d74-8d05-b3615a8c393a,"Unsupervised learning is useful for questions about hidden patterns, natural groupings, or structure in data when no labels are already given.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
23ec3fee-01cb-4c25-9580-c17b0d94545a,"The DOM is a structured representation of the webpage that JavaScript can read and modify, allowing developers to update content, styles, and behavior dynamically.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
23f8a7f6-b3a9-4dc0-87cb-8a7073aa2809,"It is a professional concern because real-world frontend work also depends on accessibility, maintainability, search friendliness, and clear structure, not just appearance.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
24b7ffb0-b09b-4924-bcaf-87aa1cd03815,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
24c3e0b9-4fcc-4aa0-bb5f-c42ddac2e443,"The four necessary conditions are mutual exclusion, hold and wait, no preemption, and circular wait. If all four hold simultaneously, deadlock can occur.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
256a4c74-3bea-4f9f-942d-7bd99ccc631d,"The app should suggest PaaS or SaaS depending on the use case, but for building and deploying custom applications quickly, PaaS is often the best starting point because it reduces infrastructure management overhead.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
256cbb71-3cd2-4288-a4b5-0d6784f66123,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
25753204-eec1-4ae9-ba69-031870d10099,"The app should surface the importance of environment consistency and deployment packaging, showing how containers or standardized pipelines reduce differences between local development and production.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
26356753-7446-485a-8644-ec44c9ff826b,"A strong response identifies the bottleneck, limits blast radius, and explains how success will be measured.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
26d05080-e8ab-4edf-a203-1e2e526a4cb0,"The app should suggest breaking the program into smaller functions, because modular code is easier to read, test, debug, and reuse.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
27794e7a-5d1e-419e-9de6-a484b7e3d3ff,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
27c4f8ad-fa6f-40bb-87c5-981c32382b20,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
28936e38-5608-4f55-a6a4-b1390a2b994e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
28b94411-e5c8-4910-83e2-3860be6cbfe8,"The app should explain that testing is valuable throughout development, from unit testing early components to integration and system testing later, helping detect defects sooner and reduce cost.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
29ca0444-7284-4cda-93e5-14a5ed7357a0,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
2a4c18f5-9b39-4498-8c5b-8e3bc37b94f5,"Probability helps quantify uncertainty, estimate expected correctness rates, compare question difficulty, and guide content balancing decisions.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2b231d21-9062-4d04-bd3a-338e1deada57,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
2b9902f5-b522-4ad0-86f2-a84270215f49,"The app should encourage writing pseudocode or a stepwise plan first, because it helps clarify logic, reduce confusion, and expose mistakes before implementation.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2c03cf48-c2b7-47f0-ba65-f019ead1ed74,"A queue follows FIFO and is useful for print job scheduling, while a stack follows LIFO and is useful for undo operations or function calls.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2c1e7938-f054-46c9-8979-df0073b4a296,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2c95084b-008c-41b0-bf3a-4a7d17b21599,"Joins and key relationships should be reinforced first, because the learner needs to understand how related tables connect through primary and foreign keys before combining data correctly.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2cc607ab-7a6d-4828-969d-11a4048c25cf,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
2de55221-39a7-476b-a30d-ce74156a8a8b,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2de84a01-7108-4313-92d4-953b9245462b,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
2df6d9cb-b0d3-416a-82dd-0b8873763b45,Choosing the earliest finishing activity in activity selection or using high-value denominations in some coin systems are common greedy-style examples.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
2f90b6cc-3c92-46e5-96b3-a0e4e72ad397,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
2f9c9157-5b6a-408b-b770-2cca8f4ea760,"The platform should highlight scalability and elasticity, because cloud systems can allocate more resources to handle spikes in demand without redesigning the application immediately.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
311f1282-d942-4287-992c-2cbf1c767512,"The app should introduce planning because multi-step scenarios require thinking ahead, sequencing actions, and considering how current choices affect future outcomes.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
317e01c6-0710-4c1d-9698-281f37813e45,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
32b0dc91-233d-419e-bf26-5a6a17f7f0aa,"High availability matters for educational platforms because learners may rely on assessments, deadlines, and practice sessions at any time, and downtime can disrupt trust, progress, and scheduled activity.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
336c436d-aa8c-469d-a264-369c87706c68,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
33ce29cf-80f1-4955-9132-3eb04ed10255,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
34e2fac1-ecea-4be9-bd1d-9513146eb744,"The platform should highlight that AI may infer conclusions from incomplete, weak, or misleading information, so human review is important for correctness, context, and responsibility.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
353d5008-ff71-4497-88c7-a1f232522a63,"Charts make data easier to understand by showing patterns, comparisons, and trends visually.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
357fdb42-787d-4a9a-bc8f-573597b7b04a,"Learning from examples means the system infers patterns from data, while hard-coded rules are explicitly written by developers. Machine learning adapts from examples rather than relying only on manually specified logic.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
361518c0-8ab6-4b66-9d1f-3cbc07f5298e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
361eb603-8c60-4955-84c1-e936c011ecdf,The concept of processes and threads can help explain how multiple tasks appear active through concurrent execution and scheduling.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
36820e97-4a21-47e0-bab7-a4be75765ff0,"A tree-like structure is useful because it naturally organizes levels of hierarchy, supports parent-child navigation, and helps map broader categories into increasingly specific concepts.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
36904959-a907-45fa-9f7f-5c0c912ff0f6,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
37034a5c-f5e8-4617-a9aa-6886e4214e71,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
37ec7484-93d3-44ff-998f-50031089b88d,"The app should explain that faster is not always better. Some applications need reliable, ordered delivery and error handling, which makes TCP more suitable despite extra overhead.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
381d859d-b326-480a-925b-37dc34453307,"I would choose Model B because it has a better F1 score, which indicates a better balance between precision and recall. This is crucial for our task, where the cost of false positives and false negatives is significant.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
385e3ce7-d4ea-4666-bbec-b2b162e4c472,"The app should introduce CI/CD pipelines, because they make build, test, and deployment steps more repeatable, faster, and less error-prone than fully manual releases.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3887c28d-e52f-4ef5-bea5-fa4eb71e9e04,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
38e324c7-c566-49b4-812b-002b3b29e990,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
3939f86c-3c35-448f-a118-423ca9e97b14,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
39af6d83-2d99-41fb-9e99-4161685fc792,"A proton carries a positive charge, while a neutron has no charge. Both are found in the nucleus.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3a16d3f7-46f9-40a3-a04f-b8ccfec7b109,"A better task is asking the learner to build or explain a small interaction such as showing validation feedback, toggling a section, or updating content when a button is clicked. This tests actual understanding of events and DOM changes.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3a9754c7-cdf8-40fc-abc3-e701fa031b2c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
3aa593e4-b852-4b15-9b7b-39b01fa7499d,"DevOps is not just a toolset because its value comes from shared responsibility, faster feedback, collaboration, and continuous improvement across development and operations, not from tools alone.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3abf86ad-a4e2-471c-95c5-f2fd6182695a,"When splitting the dataset for training and testing, I would ensure that both sets have a similar distribution of classes. This is particularly important for imbalanced datasets to prevent the model from being biased towards the majority class.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3ace33a8-b83c-4619-ac42-e6f15ec69239,"Raw data is the unprocessed information itself, while an insight is a meaningful conclusion or interpretation drawn from analyzing that data.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3b6f4319-7481-4a3c-9676-2189ddfcdad6,The best approach to handle model versioning in a production AI system is to implement a versioning system that allows for easy rollback and testing of multiple versions. This ensures that you can revert to a previous version if a new update causes issues.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3bd17999-ad27-49c8-9f54-1d3229475f39,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3bfa4b3a-ab17-479e-b828-7e5b19b843cd,"To ensure high availability, I would implement redundancy and failover strategies across multiple regions. This way, if one region experiences issues, the service can seamlessly switch to another region, minimizing downtime.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3cbdfb30-22aa-424b-84e1-4ceff6ddc122,"The median represents the middle value in an ordered dataset, splitting the data into two equal halves.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3d12ca69-40ff-4771-a6a3-aeadf93b44d4,"I would first compare the differences or ratios between terms, check for alternating patterns, and then test whether the same rule continues consistently to the next term.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3dd9c248-ff2e-49fa-a285-0cca603d0191,Authentication is used to verify identity.,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
3dff461e-aea7-4864-8d6d-bd5fc9f832da,Pseudocode is an informal step-by-step description of a solution. It helps plan the logic clearly before implementing it in a programming language.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3f9c6424-7947-4fce-a9dc-d0f9328a66c4,"I would introduce arrays as a way to store many similar values under one name, such as quiz scores or daily practice counts, and then show how indexing allows access to each item.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
3fd13226-6cdd-41e6-927d-96c39fa627e8,"A tree is hierarchical, with parent-child relationships and branching, while linear data structures arrange elements in a sequence.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
402e76d4-fa77-4aff-89fc-f5f5bf50363e,First find the increase: 600 - 500 = 100. Then divide by the original price and multiply by 100: (100/500) × 100 = 20%.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
403c6942-50ae-40d0-97eb-f8d60d079491,I would ensure that the split maintains the distribution of the target variable in both the training and testing sets to avoid any bias in the evaluation of the model.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
40617a36-6122-4e92-94f6-190a01c2b6d9,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
40c89e63-f2e5-400f-bed1-fedc27d274c5,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
410718f0-b664-4ce2-9b34-c2e956c7a42c,"I would analyze the extent of the missing values and choose to fill them with the mean of the respective columns, as this is a common practice that maintains the dataset's integrity.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
410771de-3962-4cd2-92e8-7021826da8d8,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
41abbc47-712c-498b-9b3e-c1e1e4273435,"To handle unexpected biases in an AI model, it is essential to communicate the findings to stakeholders and initiate a plan for model retraining. This may involve collecting more diverse data and implementing fairness metrics to ensure the model performs equitably across all demographic groups.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
41ae89a5-5089-4fb2-89eb-eb918da4e14c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
4230ab87-7c82-4c62-8c7f-f5d5204ecbb4,IaaS offers the most control over infrastructure but requires more management. PaaS abstracts much of the platform so developers can focus on applications. SaaS offers the least operational responsibility because users consume ready-to-use software.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
42c8dce7-87c7-4ed0-a018-b056af5e481d,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
4318dda2-dce8-45ff-88b3-3a28ea049aa8,"To improve the explainability of an AI model, especially in sensitive applications like loan approval, it is important to implement explainable AI techniques and provide insights into feature importance. This helps stakeholders understand how decisions are made and builds trust in the system.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4369b71c-296e-41cd-b94d-d9148edde339,"Tagging issues by layer is useful because it narrows the diagnostic scope, helps retrieval of similar incidents, and makes troubleshooting more structured by separating physical, transport, application, and other concerns.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
441ee532-9602-4b8d-b500-f29e5b1565cd,Binary search performs fewer checks because it repeatedly halves the remaining search space instead of scanning items one by one.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
44391147-13cc-4e3e-9f33-393571d09ce5,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
448b2818-0179-4308-aa50-2325e8c6f184,"The concern is starvation, where some tasks wait too long due to scheduling policy. The discussion should include fairness mechanisms and tradeoffs between priority and responsiveness.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4530f6fe-f67a-40d4-b15d-75358d1ec13b,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
4632265d-c64c-41d7-86b6-293c86e98563,"To ensure the model is ready for deployment, I would run extensive validation tests, checking performance metrics against a holdout dataset. Additionally, I would assess its scalability and reliability under expected production loads.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
46fc723a-3034-43fa-ba51-31b01399d6be,"It should visualize how linear search may inspect items one by one while binary search repeatedly halves the remaining search space, leading to far fewer checks on large sorted lists.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4759032d-cd7e-4617-9ad7-8186b3c82f7c,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
48ebb49b-8058-434a-aa2d-9e5c9f6743c9,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
49607f81-09a7-4e45-b14f-23d52662d4c3,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
4a1ebad5-825c-444f-abc7-2bd89358cf96,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4a712880-a246-467a-9a7b-31293d054a58,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
4b3051c7-df43-4e2c-85aa-89999ea82a69,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
