id,question_text,question_type,difficulty,subject_id,skill_id,subskill_id,is_active,created_at
05e71160-ab4a-4518-8978-6ffc00e7acc6,You are designing a triangular support frame for a display stand. Why is understanding triangle properties useful in ensuring structural stability?,descriptive,medium,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000003,True,2026-04-09 04:00:55.000229+00
05f5c394-1fbb-4259-bbc5-d7f05da35423,What is the significance of the ROC curve in model evaluation?,descriptive,hard,,,,True,2026-04-14 10:56:11.471155+00
061e1173-0153-4b99-a330-0dcfcab097dd,Which OOP idea is most directly about exposing essential behavior while hiding implementation details?,mcq,medium,00000000-0000-0000-0000-000000000007,00000000-0000-0000-0000-000000000040,00000000-0000-0000-0000-000000000040,True,2026-04-09 04:02:05.733607+00
06e42521-9581-48bb-8114-139545bbd951,Explain how recursion can help solve a problem by reducing it into smaller subproblems.,descriptive,hard,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-000000000049,00000000-0000-0000-0000-000000000049,True,2026-04-09 04:04:45.497762+00
078d62f4-d3c7-4068-b9a6-0576ceb47368,Evaluate lim x->2 of (x^2 - 4)/(x - 2).,mcq,medium,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-000000000005,True,2026-04-09 04:00:50.567313+00
07eebb20-aa84-4824-862b-e9373951be3e,Which idea most directly helps improve service availability?,mcq,medium,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000078,True,2026-04-09 04:02:17.076051+00
086e0657-2cbf-4b5e-a57a-2d87822136c4,A candidate knows the term 'page fault' but cannot relate it to system behavior. What practical explanation should the app provide?,descriptive,medium,00000000-0000-0000-0000-000000000011,00000000-0000-0000-0000-000000000058,00000000-0000-0000-0000-000000000058,True,2026-04-09 04:02:09.183182+00
0879279e-f6bd-4138-a261-8b9ce23c522e,Why does virtualization make cloud infrastructure more flexible?,descriptive,medium,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000074,00000000-0000-0000-0000-000000000074,True,2026-04-09 04:02:27.539213+00
088516eb-c2ea-4b34-b60f-5a25e6ae78ca,What is the clearest warning sign that Social Science scope is too broad?,descriptive,medium,,,,True,2026-04-16 14:25:26.672042+00
0934386e-34c3-4824-8c1a-d38d109ac9c5,Why can a very high training score still be misleading?,mcq,hard,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000086,00000000-0000-0000-0000-000000000086,True,2026-04-09 04:06:58.367512+00
099cb2b8-19e9-4d75-a366-739f6e2a30fc,Your app stores users and their quiz attempts in different tables. Why is a foreign key useful here?,descriptive,easy,00000000-0000-0000-0000-000000000010,00000000-0000-0000-0000-000000000051,00000000-0000-0000-0000-000000000051,True,2026-04-09 04:04:52.919226+00
09c18116-303d-4f2a-a5bb-36bb63597520,A company stores sensitive candidate data and also runs public-facing learning content. Why might a hybrid architecture be a rational design choice?,descriptive,hard,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000077,True,2026-04-09 04:06:26.02071+00
0a1d488e-71c0-4b87-8ae3-70e93addd3c4,Which output proves that ML Systems decisions are measurable?,descriptive,easy,,,,True,2026-04-14 16:10:23.897311+00
0a2a5f48-5a01-4f97-ab54-dc7366b6178a,Which subatomic particle has a negative charge?,descriptive,medium,,,,True,2026-04-16 10:32:43.624619+00
0a6e2a79-ab56-47b1-8c35-377ae9dac538,A learner repeatedly memorizes word lists but fails in real comprehension tasks. How should the app change vocabulary practice to improve transfer?,descriptive,hard,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000023,00000000-0000-0000-0000-000000000023,True,2026-04-09 04:03:32.093721+00
0b71110e-ec88-4267-a1c7-f6a5706d7819,Why is data cleaning important before analysis?,mcq,easy,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000092,00000000-0000-0000-0000-000000000092,True,2026-04-09 04:01:30.938167+00
0b850653-d39c-45a0-a70c-237de6322125,Explain why good visualization is not only about aesthetics but also about accurate decision-making.,descriptive,hard,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000095,00000000-0000-0000-0000-000000000095,True,2026-04-09 04:01:48.108351+00
0c1c07e5-37e6-466e-b589-78d4302d4b85,"In a singly linked list, each node typically contains:",mcq,easy,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000042,00000000-0000-0000-0000-000000000042,True,2026-04-09 04:04:18.300675+00
0d9c9311-9afe-408a-87d5-6de3df4a7798,How would you evaluate the performance of a newly deployed machine learning model in a production environment?,descriptive,hard,,,,True,2026-04-14 16:10:24.958387+00
0dcf21d0-1e51-4a6e-963f-f8d1b6c56cdc,Which signal most strongly indicates that ML Systems work is incomplete?,descriptive,easy,,,,True,2026-04-14 16:10:16.122724+00
0fb1f5a2-57c8-4003-9b50-9343492acae7,A team wants full control over sensitive infrastructure while still using cloud ideas internally. Which deployment model should your app introduce first?,descriptive,easy,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000077,True,2026-04-09 04:02:42.903036+00
106839c4-f5c0-471a-9b26-587afd83b44e,You are creating an app feature that converts chemical mass to number of particles. Why is the mole concept central to this feature?,descriptive,medium,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000020,00000000-0000-0000-0000-000000000020,True,2026-04-09 04:03:15.864945+00
11b17ce2-9826-44fa-ad7f-13abaa577e05,A candidate’s page looks acceptable on desktop but breaks badly on mobile. What CSS learning gap does this reveal?,descriptive,hard,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000072,True,2026-04-09 04:06:12.93139+00
121352b2-43bb-47fa-ad62-4428f103feb2,Which measure is commonly used to represent the average value of a dataset?,mcq,easy,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000093,00000000-0000-0000-0000-000000000093,True,2026-04-09 04:01:31.84197+00
129172ed-6d41-458b-b710-93eee83fcbcb,"A development team throws completed code to operations with little communication, and releases keep failing. What DevOps lesson should your app emphasize?",descriptive,medium,00000000-0000-0000-0000-000000000020,00000000-0000-0000-0000-000000000100,00000000-0000-0000-0000-000000000100,True,2026-04-09 04:02:46.664732+00
12f7a356-3839-40f3-8826-114b72a355fe,Which mode of heat transfer does not require a material medium?,mcq,easy,00000000-0000-0000-0000-000000000002,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000015,True,2026-04-09 04:01:05.809662+00
1322ad5c-6de6-497e-9855-2cf0212f07f6,"In simple terms, why is TCP considered reliable?",descriptive,easy,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-000000000062,00000000-0000-0000-0000-000000000062,True,2026-04-09 04:02:25.638586+00
147194a7-b07a-4c00-b4e3-f41c484ac6f4,What is the best first step when using Python Fundamentals for ML on a new problem?,descriptive,easy,,,,True,2026-04-14 09:17:37.743137+00
14e827cb-332f-47bb-9bef-3858fa8832e3,A learner can solve puzzles but cannot explain the steps systematically. Why are search-based AI questions useful for evaluating thinking quality?,descriptive,medium,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-000000000089,00000000-0000-0000-0000-000000000089,True,2026-04-09 04:02:19.232357+00
157d7087-04e2-4d7f-b811-45356b033924,Which word is an adjective? 'He slowly walked to the large park.',descriptive,medium,,,,True,2026-04-16 10:32:43.624619+00
17857c44-8871-4cf4-b7a5-493cbd5c09ea,What is a use case diagram used for?,descriptive,easy,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-000000000069,00000000-0000-0000-0000-000000000069,True,2026-04-09 04:05:40.453647+00
17a555f2-f49a-4249-9073-d5bcd7580dd3,Explain the difference between padding and margin with a practical example.,descriptive,hard,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000072,True,2026-04-09 04:06:10.453546+00
17bd982a-3f4d-41ef-9758-19506b94e83f,What is an array mainly used for?,mcq,easy,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000034,00000000-0000-0000-0000-000000000034,True,2026-04-09 04:03:50.599523+00
17f08f9f-ce83-494c-9d2d-f2ec98ee3020,Which subatomic particle carries a negative charge?,mcq,easy,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000016,00000000-0000-0000-0000-000000000016,True,2026-04-09 04:03:02.840364+00
18611cfb-9239-4a19-a03c-94132ad5fe1d,What makes a Data Structures - Linked Lists implementation resilient after the first release?,descriptive,hard,,00000000-0000-0000-0000-000000000042,,True,2026-04-14 16:09:22.440955+00
18a41f8d-ea30-46a6-9f4a-5a329c454ddc,Choose the correct sentence.,mcq,easy,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000022,00000000-0000-0000-0000-000000000022,True,2026-04-09 04:03:17.546063+00
19045ca2-b5ab-41b3-8229-87e44fc08d30,Explain how you would apply Algebra - Quadratic Equations in Mathematics.,descriptive,hard,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000002,00000000-0000-0000-0000-000000000002,True,2026-04-16 09:35:35.979005+00
1938ab9f-ff1f-442e-b5ee-44cab3f9f601,Why is software maintenance needed after a product is released?,descriptive,easy,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000070,True,2026-04-09 04:05:41.107845+00
19a8adce-7aea-4cb0-b6ba-249c73e2d074,Why is the idea of an environment important for an AI agent?,descriptive,easy,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-000000000088,00000000-0000-0000-0000-000000000088,True,2026-04-09 04:01:21.202006+00
19d28b3f-f99f-400b-8144-c415c345b7ac,Which of the following is NOT a common method for handling missing data?,descriptive,easy,,,,True,2026-04-14 10:56:12.128809+00
1a55a447-6ded-4798-8b83-1ee8cae2b862,Identify the adjective in the sentence: 'She wore a beautiful dress to the event.'?,descriptive,medium,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000021,00000000-0000-0000-0000-000000000021,True,2026-04-09 04:03:20.894679+00
1a5a0a59-adfb-4445-98b5-e3215a66bd77,What makes a Machine Learning implementation resilient after the first release?,descriptive,hard,,,,True,2026-04-14 16:11:58.513226+00
1bef1a07-4f7f-495e-8afb-512ca87bd3c0,Which periodic trend generally increases across a period from left to right?,mcq,easy,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000019,True,2026-04-09 04:03:05.559558+00
1c0d9823-0a31-49ab-979a-e3f21de58694,How should Social Science decisions usually be validated before rollout?,descriptive,hard,,,,True,2026-04-16 14:25:24.183382+00
1c0f4f41-b3d3-48a2-a33d-6a7bf6d1084b,Explain one difference between alkanes and alkenes.,descriptive,medium,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-000000000018,True,2026-04-09 04:03:10.796012+00
1c238d20-67ab-4b0c-ae55-1f84985b3df5,You are evaluating whether a learner understands greedy reasoning or is only memorizing examples. What kind of assessment prompt would reveal genuine understanding?,descriptive,hard,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-000000000050,00000000-0000-0000-0000-000000000050,True,2026-04-09 04:04:46.200478+00
1d1f41fb-33a6-48d7-8d4a-093c3cf82d75,"A junior developer copies the same logic into five places in a codebase. What programming principle is being violated, and how would a function help?",descriptive,hard,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000033,00000000-0000-0000-0000-000000000033,True,2026-04-09 04:04:06.36139+00
1da09fdc-307e-41a7-95d1-9d013afba43f,Explain how you would apply Calculus - Derivatives in Mathematics.,descriptive,hard,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000006,True,2026-04-16 09:35:35.979005+00
1e006a21-8f55-450a-920b-13d90652ba5a,Why can a feature that passes unit tests still fail in production?,descriptive,hard,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000068,True,2026-04-09 04:05:50.196289+00
1e433ee3-b73d-44e5-9301-0ec7dd1128bb,Explain how you would apply Geometry - Triangles in Mathematics.,descriptive,hard,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000003,True,2026-04-16 09:35:35.979005+00
1e930963-9949-4957-bd04-ad9cbdecedad,You need to detect a cycle in a linked list. What algorithm would you use?,descriptive,hard,,00000000-0000-0000-0000-000000000042,,True,2026-04-14 16:09:30.820906+00
1ec6927c-87ff-4210-9468-d627599a061c,Why is it important to analyze errors in your machine learning model?,descriptive,hard,,,,True,2026-04-14 16:10:27.409056+00
1f0f75ed-39a0-4259-bfde-d00d6cb465d9,You want to predict whether a learner will pass a certification based on past labeled outcomes. Why is supervised learning an appropriate starting point?,descriptive,easy,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000084,00000000-0000-0000-0000-000000000084,True,2026-04-09 04:02:18.599725+00
1fa2fac0-d091-4db6-8fc3-0280f38dd564,Why is it useful for network engineers and backend developers to think in layers when troubleshooting communication problems?,descriptive,medium,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-000000000061,00000000-0000-0000-0000-000000000061,True,2026-04-09 04:02:52.344389+00
1fcbc409-0e83-4a3d-b3dd-87cbeaec1c87,Your platform maps skills to departments across enterprise networks. Why might a basic understanding of addressing and subnetting still be useful for infrastructure roles?,descriptive,hard,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-000000000063,00000000-0000-0000-0000-000000000063,True,2026-04-09 04:05:36.538114+00
1ffb100d-8204-467c-aabd-e6dbfc94f2fa,Which evidence most improves confidence in a Data Structures - Linked Lists proposal?,descriptive,medium,,00000000-0000-0000-0000-000000000042,,True,2026-04-14 16:09:23.30344+00
200107c3-9f22-44a6-a262-eefa3406647d,What makes a Cloud Computing implementation resilient after the first release?,descriptive,hard,,,,True,2026-04-14 16:13:44.398009+00
2061bc78-5328-4d7f-838e-86fafcaf4887,What does strong ownership look like when leading Cloud Computing execution?,descriptive,hard,,,,True,2026-04-14 16:13:48.297781+00
20af518e-9ebf-4ee4-b11e-7c3c944f2c1d,Which of the following best describes an insight?,mcq,easy,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000094,00000000-0000-0000-0000-000000000094,True,2026-04-09 04:02:30.107083+00
20ec89f6-059a-454f-b79d-66d948dee51c,A learner writes HTML and CSS correctly but cannot make forms interactive. What concept gap should the app identify?,descriptive,medium,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000073,True,2026-04-09 04:06:08.813982+00
222fff17-f426-456b-92a6-eb69ed334365,Which signal most strongly indicates that Artificial Intelligence work is incomplete?,descriptive,easy,,,,True,2026-04-14 16:12:51.773566+00
224bc452-18eb-4a7a-a045-21788a28fa40,What is elasticity in cloud computing?,mcq,medium,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000076,True,2026-04-09 04:06:20.314041+00
224ca8ea-70af-4c7e-bb78-1eb143179ae6,Your app reviews a user portfolio page that works but looks cluttered and inconsistent. Which CSS-focused learning outcome should be recommended first?,descriptive,medium,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000072,True,2026-04-09 04:06:08.111387+00
228b2a00-9acc-4d5f-b290-ed351a8ef5e0,A learner keeps applying binary search to unsorted arrays. How should the app respond to correct the misconception?,descriptive,medium,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-000000000047,00000000-0000-0000-0000-000000000047,True,2026-04-09 04:04:43.203405+00
22953f72-03df-4f99-9e5a-bb6d5754a774,Which output proves that Machine Learning decisions are measurable?,descriptive,easy,,,,True,2026-04-14 16:12:03.114961+00
22f6be61-e89b-4cba-b2be-7809b3feca21,What is the antonym of 'expand'?,mcq,medium,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000023,00000000-0000-0000-0000-000000000023,True,2026-04-09 04:03:26.897938+00
238f6f15-f987-4fd4-acf8-d74939a26173,Explain how you would apply Geometry - Coordinate Geometry in Mathematics.,descriptive,medium,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000004,True,2026-04-16 09:35:35.979005+00
23afe8cc-06fc-40fc-9010-5d02d08106a2,What does scalability in cloud systems refer to?,mcq,easy,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000076,True,2026-04-09 04:06:16.30066+00
23e71b7a-ff8d-4d74-8d05-b3615a8c393a,What kind of question is unsupervised learning useful for answering?,descriptive,easy,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000085,00000000-0000-0000-0000-000000000085,True,2026-04-09 04:02:28.828034+00
23ec3fee-01cb-4c25-9580-c17b0d94545a,"What is the DOM in web development, and why is it useful for JavaScript?",descriptive,medium,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000073,True,2026-04-09 04:06:06.719663+00
23f8a7f6-b3a9-4dc0-87cb-8a7073aa2809,A candidate makes visually attractive pages but uses poor semantic structure. Why is that still a professional concern?,descriptive,medium,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000071,00000000-0000-0000-0000-000000000071,True,2026-04-09 04:02:37.531956+00
24395ef9-128e-4e8f-84fb-37520702bb4f,What is the purpose of data analysis in a business setting?,mcq,easy,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000094,00000000-0000-0000-0000-000000000094,True,2026-04-09 04:01:32.723411+00
24b7ffb0-b09b-4924-bcaf-87aa1cd03815,What makes a ML Systems implementation resilient after the first release?,descriptive,hard,,,,True,2026-04-14 16:10:19.135214+00
24c3e0b9-4fcc-4aa0-bb5f-c42ddac2e443,List and explain the four necessary conditions commonly associated with deadlock.,descriptive,hard,00000000-0000-0000-0000-000000000011,00000000-0000-0000-0000-000000000059,00000000-0000-0000-0000-000000000059,True,2026-04-09 04:05:18.132156+00
253fc2bf-229a-4f64-a38f-5a560ca49ef2,What is a container mainly useful for?,mcq,easy,00000000-0000-0000-0000-000000000020,00000000-0000-0000-0000-000000000098,00000000-0000-0000-0000-000000000098,True,2026-04-09 04:01:52.402739+00
256a4c74-3bea-4f9f-942d-7bd99ccc631d,A startup wants to deploy quickly without managing servers in detail. Which service model should the app suggest first and why?,descriptive,medium,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000075,00000000-0000-0000-0000-000000000075,True,2026-04-09 04:06:23.607465+00
256cbb71-3cd2-4288-a4b5-0d6784f66123,Describe how you would handle missing data in a dataset using Python. Include the libraries you would use and the methods you would implement.,descriptive,hard,,,,True,2026-04-14 15:51:06.779504+00
25753204-eec1-4ae9-ba69-031870d10099,"A developer says, 'It works on my laptop, so deployment should be easy.' What DevOps lesson should your app surface here?",descriptive,medium,00000000-0000-0000-0000-000000000020,00000000-0000-0000-0000-000000000098,00000000-0000-0000-0000-000000000098,True,2026-04-09 04:01:59.370779+00
26356753-7446-485a-8644-ec44c9ff826b,What is the strongest next move in this Social Science scenario?,descriptive,hard,,,,True,2026-04-16 14:25:30.283263+00
26d05080-e8ab-4edf-a203-1e2e526a4cb0,A learner writes one very long program with no functions and struggles to debug it. What design improvement should the app suggest first?,descriptive,easy,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000033,00000000-0000-0000-0000-000000000033,True,2026-04-09 04:02:47.322904+00
2716afeb-4240-4c16-9874-eca50817ad3a,Which chart is commonly suitable for showing trends over time?,mcq,medium,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000095,00000000-0000-0000-0000-000000000095,True,2026-04-09 04:01:36.538287+00
27794e7a-5d1e-419e-9de6-a484b7e3d3ff,"Scenario in Mathematics: Given a need related to Geometry - Coordinate Geometry, what is the most appropriate next step?",descriptive,hard,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000004,True,2026-04-16 09:35:35.979005+00
2785c1be-ca0c-4557-897a-a0a59240bd5d,What is the sum of the interior angles of a triangle?,mcq,easy,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000003,True,2026-04-09 04:00:47.026781+00
27c4f8ad-fa6f-40bb-87c5-981c32382b20,What best describes strong Social Science practice in a production setting?,descriptive,medium,,,,True,2026-04-16 14:25:21.286382+00
28936e38-5608-4f55-a6a4-b1390a2b994e,What is the clearest warning sign that Artificial Intelligence scope is too broad?,descriptive,medium,,,,True,2026-04-14 16:12:56.36295+00
28b94411-e5c8-4910-83e2-3860be6cbfe8,A learner says testing only matters after development is complete. How should the app correct this thinking?,descriptive,medium,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000068,True,2026-04-09 04:05:46.65917+00
29ca0444-7284-4cda-93e5-14a5ed7357a0,Which evidence most improves confidence in a Social Science proposal?,descriptive,medium,,,,True,2026-04-16 14:25:25.848191+00
2a4c18f5-9b39-4498-8c5b-8e3bc37b94f5,You are analyzing quiz attempts in an app and want to estimate the chance that a random learner answered a question correctly. How does probability help in such product decisions?,descriptive,medium,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000007,00000000-0000-0000-0000-000000000007,True,2026-04-09 04:00:59.607837+00
2b231d21-9062-4d04-bd3a-338e1deada57,Which evidence most improves confidence in a Machine Learning proposal?,descriptive,medium,,,,True,2026-04-14 16:11:59.257008+00
2b9902f5-b522-4ad0-86f2-a84270215f49,A learner writes code immediately and keeps getting stuck. What should your app encourage before coding and why?,descriptive,medium,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000035,00000000-0000-0000-0000-000000000035,True,2026-04-09 04:04:03.026603+00
2bfdb9ce-4ef6-432c-838f-f4592a7c5ae2,Encapsulation mainly helps by:,mcq,easy,00000000-0000-0000-0000-000000000007,00000000-0000-0000-0000-000000000037,00000000-0000-0000-0000-000000000037,True,2026-04-09 04:04:07.961654+00
2c03cf48-c2b7-47f0-ba65-f019ead1ed74,Compare a queue and a stack in terms of access order and give one use case for each.,descriptive,hard,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000044,00000000-0000-0000-0000-000000000044,True,2026-04-09 04:04:32.877071+00
2c1e7938-f054-46c9-8979-df0073b4a296,"Scenario in Mathematics: Given a need related to Trigonometry - Ratios, what is the most appropriate next step?",descriptive,medium,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000008,True,2026-04-16 09:35:35.979005+00
2c95084b-008c-41b0-bf3a-4a7d17b21599,"A learner can query a single table but fails when data is split across users, roles, and skills tables. What concept should be reinforced first?",descriptive,medium,00000000-0000-0000-0000-000000000010,00000000-0000-0000-0000-000000000053,00000000-0000-0000-0000-000000000053,True,2026-04-09 04:05:03.29988+00
2cc607ab-7a6d-4828-969d-11a4048c25cf,What does API stand for?,descriptive,easy,,,,True,2026-04-16 10:32:43.624619+00
2de55221-39a7-476b-a30d-ce74156a8a8b,"Scenario in Mathematics: Given a need related to Algebra - Quadratic Equations, what is the most appropriate next step?",descriptive,hard,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000002,00000000-0000-0000-0000-000000000002,True,2026-04-16 09:35:35.979005+00
2de84a01-7108-4313-92d4-953b9245462b,Which of the following is NOT a common format for deploying machine learning models?,descriptive,medium,,,,True,2026-04-14 16:11:23.396769+00
2df6d9cb-b0d3-416a-82dd-0b8873763b45,Give one example where making a locally best choice at each step could be useful.,descriptive,medium,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-000000000050,00000000-0000-0000-0000-000000000050,True,2026-04-09 04:04:42.501473+00
2e2bf43a-abfd-4326-ad15-df9be3517420,"If an array uses zero-based indexing, what is the index of the 5th element?",mcq,hard,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000041,00000000-0000-0000-0000-000000000041,True,2026-04-09 04:04:30.293318+00
2ed68cb5-a1c1-4d50-8d43-fe7d95ed00e9,Which of the following is best used to store a whole number in most programming languages?,mcq,easy,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000031,00000000-0000-0000-0000-000000000031,True,2026-04-09 04:03:47.513991+00
2f90b6cc-3c92-46e5-96b3-a0e4e72ad397,Which cloud service is best suited for deploying machine learning models at scale?,descriptive,hard,,,,True,2026-04-14 16:11:17.266161+00
2f9c9157-5b6a-408b-b770-2cca8f4ea760,A web app suddenly gets ten times more traffic during placement season. Which cloud concept should your platform highlight first?,descriptive,medium,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000076,True,2026-04-09 04:06:22.906296+00
