question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
11,1,Mathematics,7,"Probability - Basic Events",7,"Simple Probability Computation","5|6|14",medium,Subjective,"A bag contains 3 red balls and 2 blue balls. If one ball is picked at random, explain how to compute the probability of selecting a blue ball.","","","","",,"There are 5 total balls and 2 favorable blue balls, so the probability is 2/5.","The answer should mention total outcomes, favorable outcomes, and probability as favorable divided by total.","probability reasoning|sample space|favorable outcomes","clarity|quantitative explanation","rubric","mathematics|probability|medium|subjective"
12,1,Mathematics,3,"Geometry - Triangles",3,"Triangle Properties and Applications","13|14",medium,Situational,"You are designing a triangular support frame for a display stand. Why is understanding triangle properties useful in ensuring structural stability?","","","","",,"Triangle properties help determine side relationships, angle balance, and load distribution, which are useful for creating rigid and stable structures.","A good answer connects geometry concepts to real-world structural reasoning and stability.","triangle rigidity|applied geometry|structural reasoning","practical thinking|application mindset","rubric","mathematics|geometry|situational|medium"
13,1,Mathematics,6,"Calculus - Derivatives",6,"Differentiation Fundamentals","1|6|7|16",hard,MCQ,"If y = x^3 - 4x^2 + 2x, what is dy/dx?",3x^2 - 8x + 2,3x^2 - 4x + 2,x^2 - 8x + 2,3x^2 - 8x,A,"dy/dx = 3x^2 - 8x + 2.","Differentiate each term using the power rule.","derivatives|polynomial differentiation","precision|analytical thinking","exact_match","mathematics|derivatives|hard|mcq"
14,1,Mathematics,2,"Algebra - Quadratic Equations",2,"Quadratic Roots and Discriminant","1|5|6",hard,MCQ,"For the equation x^2 - 4x + 8 = 0, what is the discriminant?",0,4,-16,-8,D,"The discriminant is -16?","Discriminant = b^2 - 4ac = (-4)^2 - 4(1)(8) = 16 - 32 = -16. The correct option should be C.","quadratic discriminant|root nature","error detection|calculation accuracy","exact_match","mathematics|quadratic|hard|mcq"
15,1,Mathematics,5,"Calculus - Limits",5,"Limit Evaluation Basics","1|6|7",hard,Subjective,"Explain why the expression (x^2 - 9)/(x - 3) is undefined at x = 3 in its original form, yet its limit exists as x approaches 3.","","","","",,"At x = 3 the denominator becomes zero, so the original expression is undefined. But factorizing gives (x-3)(x+3)/(x-3), which simplifies to x+3 for x not equal to 3. Therefore the limit exists and equals 6.","A strong answer distinguishes between function value and limiting behavior.","undefined expression|removable discontinuity|limit existence","conceptual clarity|mathematical reasoning","rubric","mathematics|limits|hard|subjective"
16,1,Mathematics,4,"Geometry - Coordinate Geometry",4,"Distance and Slope Analysis","5|13|14",hard,Situational,"A map tool in your app uses coordinates to connect users to nearby training centers. What mathematical ideas would help ensure accurate distance-based recommendations?","","","","",,"Coordinate geometry helps calculate distances between user and center locations, compare proximity, and optionally estimate slope or directional relations when visualizing routes.","The answer should mention distance formula, coordinates, comparison logic, and practical use in app behavior.","coordinate geometry|distance formula|location logic","application mindset|system thinking","rubric","mathematics|coordinate-geometry|hard|situational"
17,1,Mathematics,8,"Trigonometry - Ratios",8,"Trigonometric Ratio Application","1|10",hard,Subjective,"Describe a real-world use case where trigonometric ratios help estimate an inaccessible height.","","","","",,"Trigonometric ratios can be used to estimate the height of a building or tower by measuring the angle of elevation and the distance from the observer.","A good answer should mention angle measurement, known distance, and ratio application.","angle of elevation|real-world trig|measurement","applied reasoning|clarity","rubric","mathematics|trigonometry|hard|subjective"
18,1,Mathematics,7,"Probability - Basic Events",7,"Simple Probability Computation","5|6|14",medium,Situational,"You are analyzing quiz attempts in an app and want to estimate the chance that a random learner answered a question correctly. How does probability help in such product decisions?","","","","",,"Probability helps quantify uncertainty, estimate expected correctness rates, compare question difficulty, and guide content balancing decisions.","The response should connect probability to app analytics and decision-making.","probability in analytics|expected outcomes|uncertainty","decision-making|analytical thinking","rubric","mathematics|probability|situational|medium"
19,1,Mathematics,3,"Geometry - Triangles",3,"Triangle Properties and Applications","5|13",easy,Subjective,"Why can a triangle not have interior angles adding up to 200 degrees?","","","","",,"A triangle in Euclidean geometry always has interior angles summing to 180 degrees, so 200 degrees is impossible.","The answer should reflect the standard angle-sum property of triangles.","triangle angle sum|geometry rule","clarity|concept retention","rubric","mathematics|geometry|easy|subjective"
20,1,Mathematics,1,"Algebra - Linear Equations",1,"Linear Equations Solving","5|13",medium,Situational,"A recruiter wants to quickly estimate how many modules a candidate can complete if progress increases by a fixed amount each week. Why is linear thinking useful here?","","","","",,"Linear equations model steady change and help estimate future outcomes when growth happens at a constant rate.","The learner should connect linear relationships with prediction in simple planning scenarios.","linear modeling|constant rate|forecasting","business reasoning|structured thinking","rubric","mathematics|algebra|situational|medium"
21,2,Physics,9,"Mechanics - Kinematics",9,"Motion in One Dimension","1|10|15",easy,MCQ,"What is the SI unit of velocity?",m,m/s,m/s^2,kg,B,"The SI unit of velocity is meter per second.","Velocity measures displacement per unit time.","velocity|SI units|kinematics","accuracy|concept recall","exact_match","physics|kinematics|easy|mcq"
22,2,Physics,10,"Mechanics - Newtonian Motion",10,"Force and Acceleration Analysis","1|10|15",easy,MCQ,"According to Newton’s second law, force equals:",mass/acceleration,mass x acceleration,velocity x mass,momentum/time,B,"Force = mass × acceleration.","Newton’s second law is F = ma.","newtons second law|force|acceleration","formula recall|precision","exact_match","physics|newton-laws|easy|mcq"
23,2,Physics,13,"Electricity - Current Flow",13,"Ohms Law and Circuit Basics","2|10|15",easy,MCQ,"Ohm’s law is represented as:",P=IV,V=IR,F=ma,Q=mv,B,"Ohm’s law is V = IR.","Voltage equals current multiplied by resistance.","ohms law|voltage|current|resistance","accuracy|recall","exact_match","physics|electricity|easy|mcq"
24,2,Physics,14,"Optics - Reflection and Refraction",14,"Image Formation and Refraction Basics","3|10",easy,MCQ,"When light strikes a mirror, the angle of incidence is:",always greater than reflection,always less than reflection,equal to angle of reflection,unrelated to reflection,C,"The angle of incidence equals the angle of reflection.","This is the law of reflection.","reflection law|light behavior","observation|concept recall","exact_match","physics|optics|easy|mcq"
25,2,Physics,15,"Thermodynamics - Heat Transfer",15,"Conduction Convection Radiation","9|10",easy,MCQ,"Which mode of heat transfer does not require a material medium?",Conduction,Convection,Radiation,Insulation,C,"Radiation does not require a medium.","Radiation can travel through vacuum.","heat transfer|radiation","scientific reasoning|recall","exact_match","physics|thermodynamics|easy|mcq"
26,2,Physics,11,"Mechanics - Work Energy Power",11,"Energy Conservation Problems","1|10",easy,Subjective,"Define work done in physics in simple terms.","","","","",,"Work done is the product of force and displacement in the direction of the force.","A basic answer should connect force, movement, and direction.","work done|force|displacement","clarity|fundamental understanding","rubric","physics|work-energy|easy|subjective"
27,2,Physics,9,"Mechanics - Kinematics",9,"Motion in One Dimension","1|10|15",medium,MCQ,"A car moves from rest with uniform acceleration of 2 m/s^2 for 5 s. What is its final velocity?",5 m/s,10 m/s,15 m/s,20 m/s,B,"Final velocity is 10 m/s.","Use v = u + at, with u = 0, a = 2, t = 5.","kinematics equations|uniform acceleration","quantitative reasoning|accuracy","exact_match","physics|kinematics|medium|mcq"
28,2,Physics,13,"Electricity - Current Flow",13,"Ohms Law and Circuit Basics","2|10",medium,MCQ,"A resistor of 5 ohms carries 2 A current. What is the voltage across it?",2.5 V,5 V,10 V,20 V,C,"Voltage is 10 V.","Use V = IR = 5 × 2.","ohms law|numerical circuit","calculation|precision","exact_match","physics|electricity|medium|mcq"
29,2,Physics,10,"Mechanics - Newtonian Motion",10,"Force and Acceleration Analysis","1|10|15",medium,Subjective,"Why does a passenger move forward when a moving bus stops suddenly?","","","","",,"The passenger’s body tends to remain in motion due to inertia, so when the bus stops, the body keeps moving forward briefly.","The answer should mention inertia and Newton’s first law.","inertia|newtons first law|motion","conceptual clarity|cause-effect reasoning","rubric","physics|mechanics|medium|subjective"
30,2,Physics,14,"Optics - Reflection and Refraction",14,"Image Formation and Refraction Basics","3|10",medium,Subjective,"Explain why a pencil partially dipped in water appears bent.","","","","",,"The pencil appears bent because light rays change direction when they pass from water to air, causing refraction.","A good response should identify refraction and change of medium.","refraction|change of medium|apparent depth","observation|clarity","rubric","physics|optics|medium|subjective"
31,2,Physics,15,"Thermodynamics - Heat Transfer",15,"Conduction Convection Radiation","9|10",medium,Situational,"Your app includes a simulation showing why metal spoons become hot in soup. Which heat transfer concept should be highlighted and why?","","","","",,"Conduction should be highlighted because heat travels through the
