question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
238,14,Web Development,71,"Web Development - HTML Structure",71,"Page Layout with HTML Elements","3|4|8",hard,Situational,"You are evaluating portfolio websites for job readiness. Why should your platform care about semantic structure, not just visual appearance?","","","","",,"Semantic structure matters because it shows whether the candidate understands maintainable markup, accessibility, and content organization, which are important in professional frontend work beyond visual styling.","The response should connect professional quality to semantic correctness.","portfolio evaluation|semantic markup|accessibility awareness","evaluation judgment|professional standards","rubric","web-development|html|situational|hard"
239,14,Web Development,72,"Web Development - CSS Styling",72,"Selectors Layout and Styling Basics","3|4|8",hard,Situational,"A candidate’s page looks acceptable on desktop but breaks badly on mobile. What CSS learning gap does this reveal?","","","","",,"This reveals a gap in responsive design and layout adaptability, including understanding of flexible layouts, relative sizing, and viewport-aware styling.","The answer should mention responsiveness and adaptable layout.","responsive design|mobile layout|CSS adaptability","diagnostic thinking|product realism","rubric","web-development|css|situational|hard"
240,14,Web Development,73,"Web Development - JavaScript Basics",73,"DOM Interaction and Events","3|4|8",hard,Situational,"Your app wants to test whether a learner truly understands interactivity. What kind of task is better than asking for a definition of JavaScript?","","","","",,"A better task is asking the learner to build or explain a small interaction such as showing validation feedback, toggling a section, or updating content when a button is clicked. This tests actual understanding of events and DOM changes.","The response should prefer applied tasks over memorized definitions.","interactivity assessment|DOM task|event handling evaluation","assessment design|applied thinking","rubric","web-development|javascript|situational|hard"
241,15,Cloud Computing,74,"Cloud Computing - Virtualization Basics",74,"VM and Resource Abstraction","2|4|9|10",easy,MCQ,"What is cloud computing mainly about?",Using only local machines,Accessing computing resources over the internet,Writing code without storage,Building hardware chips,B,"Cloud computing provides computing resources over the internet.","This includes servers, storage, and services on demand.","cloud computing|on-demand resources|internet services","concept recall|accuracy","exact_match","cloud-computing|basics|easy|mcq"
242,15,Cloud Computing,75,"Cloud Computing - Service Models",75,"IaaS PaaS SaaS Basics","2|4|9|10",easy,MCQ,"Which service model usually gives users the most control over virtual machines and infrastructure?",SaaS,PaaS,IaaS,FaaS,C,"IaaS provides the most direct control over infrastructure resources.","Infrastructure as a Service exposes compute, storage, and networking resources.","IaaS|service model|infrastructure control","service model understanding|accuracy","exact_match","cloud-computing|iaas|easy|mcq"
243,15,Cloud Computing,76,"Cloud Computing - Scalability",76,"Elastic Scale and Load Awareness","2|4|9|10",easy,MCQ,"What does scalability in cloud systems refer to?",Deleting all old data,Ability to handle changing workload by adjusting resources,Running only one user at a time,Removing backups,B,"Scalability means handling changing workload by adjusting resources.","Cloud systems can scale resources up or down based on demand.","scalability|resource adjustment|workload handling","system thinking|accuracy","exact_match","cloud-computing|scalability|easy|mcq"
244,15,Cloud Computing,77,"Cloud Computing - Deployment Awareness",77,"Public Private Hybrid Basics","2|4|9|10",easy,Subjective,"What is the difference between public cloud and private cloud in simple terms?","","","","",,"Public cloud uses shared infrastructure provided by a third party over the internet, while private cloud is dedicated to a single organization and offers more control.","The answer should contrast shared provider-managed infrastructure with dedicated organizational control.","public vs private cloud|ownership|control","clarity|comparison","rubric","cloud-computing|deployment-models|easy|subjective"
245,15,Cloud Computing,78,"Cloud Computing - Availability and Reliability",78,"Redundancy and Uptime Basics","2|4|9|10",easy,Subjective,"Why is availability important in cloud systems?","","","","",,"Availability is important because users expect services to remain accessible and working when needed, even during failures or high demand.","The answer should mention uptime and user access.","availability|uptime|service reliability","service awareness|clarity","rubric","cloud-computing|availability|easy|subjective"
246,15,Cloud Computing,74,"Cloud Computing - Virtualization Basics",74,"VM and Resource Abstraction","2|4|9|10",easy,Situational,"A learner thinks the cloud is just 'someone else’s computer.' How should the app improve that explanation?","","","","",,"The app should explain that cloud computing is not just remote hardware, but an on-demand model providing scalable, managed, network-accessible resources and services.","The response should go beyond the oversimplified phrase and mention service characteristics.","cloud misconception|on-demand infrastructure|managed services","concept clarification|teaching quality","rubric","cloud-computing|basics|situational|easy"
247,15,Cloud Computing,75,"Cloud Computing - Service Models",75,"IaaS PaaS SaaS Basics","2|4|9|10",medium,MCQ,"Which cloud model is most suitable when you want to use an application directly without managing the platform or infrastructure?",IaaS,PaaS,SaaS,Private Cloud,C,"SaaS is used when you consume the application directly.","Software as a Service hides most infrastructure and platform concerns from the user.","SaaS|application consumption|service abstraction","service model judgment|accuracy","exact_match","cloud-computing|saas|medium|mcq"
248,15,Cloud Computing,76,"Cloud Computing - Scalability",76,"Elastic Scale and Load Awareness","2|4|9|10",medium,MCQ,"What is elasticity in cloud computing?",Permanent hardware ownership,Automatic adjustment of resources to match demand,Manual coding style correction,Database normalization,B,"Elasticity is the automatic adjustment of resources based on demand.","It supports efficient response to changing workloads.","elasticity|auto scaling|demand matching","adaptability thinking|accuracy","exact_match","cloud-computing|elasticity|medium|mcq"
249,15,Cloud Computing,77,"Cloud Computing - Deployment Awareness",77,"Public Private Hybrid Basics","2|4|9|10",medium,Subjective,"Why might an organization choose a hybrid cloud approach?","","","","",,"An organization may choose hybrid cloud to balance flexibility and control, keeping sensitive workloads private while using public cloud resources for scalability or less sensitive services.","The answer should mention combined benefits of public and private environments.","hybrid cloud|flexibility and control|deployment strategy","tradeoff thinking|structured reasoning","rubric","cloud-computing|hybrid-cloud|medium|subjective"
250,15,Cloud Computing,78,"Cloud Computing - Availability and Reliability",78,"Redundancy and Uptime Basics","2|4|9|10",medium,Subjective,"How does redundancy help improve reliability in cloud systems?","","","","",,"Redundancy improves reliability by providing backup components or duplicate resources so the system can continue operating even if one part fails.","The answer should mention backups or duplicates preventing full failure.","redundancy|fault tolerance|reliability","reliability thinking|clarity","rubric","cloud-computing|reliability|medium|subjective"
251,15,Cloud Computing,76,"Cloud Computing - Scalability",76,"Elastic Scale and Load Awareness","2|4|9|10",medium,Situational,"A web app suddenly gets ten times more traffic during placement season. Which cloud concept should your platform highlight first?","","","","",,"The platform should highlight scalability and elasticity, because cloud systems can allocate more resources to handle spikes in demand without redesigning the application immediately.","The response should connect traffic spikes to resource scaling.","traffic spike|scalability|elasticity","operational thinking|applied reasoning","rubric","cloud-computing|scaling|situational|medium"
252,15,Cloud Computing,75,"Cloud Computing - Service Models",75,"IaaS PaaS SaaS Basics","2|4|9|10",medium,Situational,"A startup wants to deploy quickly without managing servers in detail. Which service model should the app suggest first and why?","","","","",,"The app should suggest PaaS or SaaS depending on the use case, but for building and deploying custom applications quickly, PaaS is often the best starting point because it reduces infrastructure management overhead.","The answer should connect reduced infrastructure management to faster delivery.","PaaS recommendation|startup deployment|reduced ops overhead","decision-making|practical judgment","rubric","cloud-computing|service-models|situational|medium"
253,15,Cloud Computing,74,"Cloud Computing - Virtualization Basics",74,"VM and Resource Abstraction","2|4|9|10",hard,MCQ,"What is the main role of virtualization in cloud computing?",To make networks disappear,To allow multiple isolated environments to share physical hardware,To remove the internet,To replace all operating systems,B,"Virtualization allows multiple isolated environments to share physical hardware.","This is a foundational idea behind flexible cloud resource allocation.","virtualization|resource sharing|isolation","abstraction|accuracy","exact_match","cloud-computing|virtualization|hard|mcq"
254,15,Cloud Computing,78,"Cloud Computing - Availability and Reliability",78,"Redundancy and Uptime Basics","2|4|9|10",hard,Subjective,"Why can high availability matter even for educational platforms and not just large enterprises?","","","","",,"High availability matters for educational platforms because learners may rely on assessments, deadlines, and practice sessions at any time, and downtime can disrupt trust, progress, and scheduled activity.","The answer should connect availability to user trust and uninterrupted service.","high availability|learning platforms|user trust","product thinking|service reliability","rubric","cloud-computing|availability|hard|subjective"
255,15,Cloud Computing,77,"Cloud Computing - Deployment Awareness",77,"Public Private Hybrid Basics","2|4|9|10",hard,Situational,"A company stores sensitive candidate data and also runs public-facing learning content. Why might a hybrid architecture be a rational design choice?","","","","",,"A hybrid architecture is rational because sensitive candidate data can remain in a more controlled private environment while scalable public-facing content can be served through public cloud resources.","The response should connect workload sensitivity to deployment choice.","sensitive data|hybrid architecture|deployment tradeoff","security awareness|architectural judgment","rubric","cloud-computing|hybrid|situational|hard"
256,15,Cloud Computing,76,"Cloud Computing - Scalability",76,"Elastic Scale and Load Awareness","2|4|9|10",hard,Situational,"Your app recommends skills to thousands of concurrent users after a marketing campaign. Why is elasticity more useful than provisioning for peak load all the time?","","","","",,"Elasticity is more useful because it allows resources to grow when demand spikes and shrink when demand falls, improving cost efficiency while still handling peak load.","The answer should mention cost efficiency and dynamic scaling.","elasticity vs fixed peak provisioning|cost efficiency|dynamic demand","optimization mindset|operational reasoning","rubric","cloud-computing|elasticity|situational|hard"
257,15,Cloud Computing,75,"Cloud Computing - Service Models",75,"IaaS PaaS SaaS Basics","2|4|9|10",hard,Subjective,"Compare IaaS, PaaS, and SaaS in terms of control and responsibility.","","","","","","IaaS offers the most control over infrastructure but requires more management. PaaS abstracts much of the platform so developers can focus on applications. SaaS offers the least operational responsibility because users consume ready-to-use software.","The answer should compare the tradeoff between control and managed convenience.","IaaS vs PaaS vs SaaS|control|responsibility","comparison thinking|structured explanation","rubric","cloud-computing|service-models|hard|subjective"
258,16,Cyber Security,79,"Cyber Security - Core Principles",79,"Confidentiality Integrity Availability","9|10|11|15",easy,MCQ,"Which of the following is part of the CIA triad?",Compression,Availability,Compilation,Aggregation,B,"Availability is part of the CIA triad.","CIA stands for Confidentiality, Integrity, and Availability.","CIA triad|security basics|availability","security awareness|accuracy","exact_match","cyber-security|cia|easy|mcq"
259,16,Cyber Security,80,"Cyber Security - Authentication and Access",80,"Identity and Permission Basics","9|10|11",easy,MCQ
