question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
107,7,Object-Oriented Programming,37,"OOP - Encapsulation",37,"Access Control Design","1|2|4|12",easy,MCQ,"Encapsulation mainly helps by:",Making all data public,Hiding internal details and controlling access,Replacing all functions,Removing objects entirely,B,"Encapsulation hides internal details and controls access.","It protects object state and organizes access through methods.","encapsulation|data hiding|access control","design discipline|accuracy","exact_match","oop|encapsulation|easy|mcq"
108,7,Object-Oriented Programming,38,"OOP - Inheritance",38,"Base and Derived Class Design","1|2|4|12",easy,MCQ,"Inheritance allows a class to:",Connect to a server,Reuse properties and behavior from another class,Store only numbers,Delete all methods,B,"Inheritance allows reuse from another class.","A derived class can extend a base class.","inheritance|code reuse|class hierarchy","hierarchy thinking|recall","exact_match","oop|inheritance|easy|mcq"
109,7,Object-Oriented Programming,39,"OOP - Polymorphism",39,"Method Overriding and Dynamic Dispatch","1|2|4|12",easy,Subjective,"In simple terms, what does polymorphism allow in object-oriented programming?","","","","",,"Polymorphism allows the same interface or method name to behave differently depending on the object using it.","The answer should emphasize same interface, different behavior.","polymorphism|same interface|different behavior","abstraction|concept clarity","rubric","oop|polymorphism|easy|subjective"
110,7,Object-Oriented Programming,40,"OOP - Abstraction",40,"Abstract Classes and Interfaces","1|2|4|12",easy,Subjective,"What is abstraction and why is it useful in software design?","","","","",,"Abstraction means showing only essential details and hiding unnecessary implementation details. It helps reduce complexity and makes systems easier to use and understand.","The answer should mention simplification and hiding complexity.","abstraction|essential details|design simplification","system thinking|clarity","rubric","oop|abstraction|easy|subjective"
111,7,Object-Oriented Programming,36,"OOP - Classes and Objects",36,"Object Modeling Basics","1|2|4|12",medium,MCQ,"Which statement best describes an object?",A compiler error,A runtime instance of a class,A random memory block,A network protocol,B,"An object is an instance of a class.","Objects are created from class blueprints.","object instance|class relationship","modeling|accuracy","exact_match","oop|objects|medium|mcq"
112,7,Object-Oriented Programming,37,"OOP - Encapsulation",37,"Access Control Design","1|2|4|12",medium,Subjective,"Why is making every class attribute public usually considered poor design?","","","","",,"Making every attribute public reduces control over object state, increases coupling, and makes it harder to protect data integrity.","A strong answer should mention uncontrolled access, coupling, and integrity concerns.","public attributes|encapsulation failure|data integrity","design reasoning|maintainability","rubric","oop|encapsulation|medium|subjective"
113,7,Object-Oriented Programming,38,"OOP - Inheritance",38,"Base and Derived Class Design","1|2|4|12",medium,Subjective,"Give one example of a real-world inheritance relationship in software modeling.","","","","","","A Vehicle class can be a base class, while Car and Bike are derived classes that inherit common properties such as speed or color.","The answer should provide a base-to-derived relationship example.","inheritance example|software modeling|base and derived","modeling|abstraction","rubric","oop|inheritance|medium|subjective"
114,7,Object-Oriented Programming,39,"OOP - Polymorphism",39,"Method Overriding and Dynamic Dispatch","1|2|4|12",medium,Situational,"You are evaluating coding answers and want to detect whether a learner truly understands polymorphism. What kind of prompt would reveal that?","","","","",,"A good prompt would ask the learner to explain or implement two different classes using the same method name with different behaviors through overriding or interfaces.","The answer should focus on behavior variation under a shared interface.","polymorphism assessment|overriding|shared interface","evaluation design|concept depth","rubric","oop|polymorphism|situational|medium"
115,7,Object-Oriented Programming,40,"OOP - Abstraction",40,"Abstract Classes and Interfaces","1|2|4|12",medium,Situational,"In a large codebase, why might abstraction improve team productivity?","","","","",,"Abstraction reduces unnecessary implementation exposure, creates clear contracts, and allows team members to work with simplified interfaces without needing every low-level detail.","The response should mention complexity reduction and interface-driven collaboration.","abstraction in teams|interfaces|complexity management","collaboration thinking|system design","rubric","oop|abstraction|situational|medium"
116,7,Object-Oriented Programming,39,"OOP - Polymorphism",39,"Method Overriding and Dynamic Dispatch","1|2|4|12",hard,MCQ,"Which OOP concept is most directly used when a base class reference calls an overridden method in a child class?",Encapsulation,Inheritance,Polymorphism,Composition,C,"This is polymorphism.","Dynamic method dispatch is a hallmark of runtime polymorphism.","runtime polymorphism|dynamic dispatch","concept precision|accuracy","exact_match","oop|polymorphism|hard|mcq"
117,7,Object-Oriented Programming,37,"OOP - Encapsulation",37,"Access Control Design","1|2|4|12",hard,Subjective,"How does encapsulation support maintainability in large software systems?","","","","",,"Encapsulation localizes change by controlling how internal state is accessed. This reduces unintended side effects, improves modularity, and makes future updates safer and easier.","A strong answer should mention controlled interfaces, modularity, and safer changes.","encapsulation|maintainability|modularity|controlled access","software design thinking|structured explanation","rubric","oop|encapsulation|hard|subjective"
118,7,Object-Oriented Programming,38,"OOP - Inheritance",38,"Base and Derived Class Design","1|2|4|12",hard,Situational,"A developer uses inheritance everywhere, even when classes do not share a true hierarchical relationship. What risk does this create, and what should the app teach instead?","","","","",,"This creates rigid and misleading designs, making code harder to extend correctly. The app should teach using inheritance only for true 'is-a' relationships and considering composition when behavior reuse is needed without hierarchy.","The answer should mention misuse of inheritance and the value of better modeling choices.","inheritance misuse|is-a relationship|composition awareness","design judgment|critical thinking","rubric","oop|inheritance|hard|situational"
119,7,Object-Oriented Programming,36,"OOP - Classes and Objects",36,"Object Modeling Basics","1|2|4|12",hard,Situational,"Your platform wants to assess whether users can model real systems as objects. What kind of project prompt would best test this skill?","","","","",,"A prompt like designing a library, banking, or course enrollment system would test whether learners can identify entities, attributes, methods, and interactions as objects.","The response should focus on mapping real entities to software objects.","object modeling|real-world systems|project prompt","system thinking|applied design","rubric","oop|classes|hard|situational"
120,8,Data Structures,41,"Data Structures - Arrays",41,"Indexed Data Operations","1|2|4|7",easy,MCQ,"What is the main advantage of an array?",Guaranteed sorted order,Fast indexed access to elements,Automatic compression,No memory usage,B,"Arrays provide fast indexed access.","Array elements can be accessed directly by index.","arrays|indexed access|data structures","efficiency awareness|recall","exact_match","data-structures|arrays|easy|mcq"
121,8,Data Structures,42,"Data Structures - Linked Lists",42,"Singly Linked List Operations","1|2|4|7",easy,MCQ,"In a singly linked list, each node typically contains:",Only a value,A value and a pointer to the next node,Only an index,A full array,B,"Each node contains data and a link to the next node.","Linked lists are built from connected nodes.","linked list node|pointer|next reference","pointer reasoning|accuracy","exact_match","data-structures|linked-list|easy|mcq"
122,8,Data Structures,43,"Data Structures - Stacks",43,"Stack Operations and Applications","1|2|4|9",easy,MCQ,"Which access pattern does a stack follow?",FIFO,LIFO,Random,Sorted,B,"A stack follows LIFO.","The last inserted element is the first removed.","stack|LIFO|operations","order thinking|recall","exact_match","data-structures|stack|easy|mcq"
123,8,Data Structures,44,"Data Structures - Queues",44,"Queue Operations and Scheduling Use Cases","1|2|4|9",easy,MCQ,"Which access pattern does a queue follow?",LIFO,FIFO,Recursive,Hashed,B,"A queue follows FIFO.","The first inserted element is the first removed.","queue|FIFO|operations","process thinking|accuracy","exact_match","data-structures|queue|easy|mcq"
124,8,Data Structures,45,"Data Structures - Trees",45,"Basic Tree Traversal and Properties","1|2|4|12",easy,Subjective,"What makes a tree different from a linear data structure like an array or linked list?","","","","",,"A tree is hierarchical, with parent-child relationships and branching, while linear data structures arrange elements in a sequence.","The answer should contrast hierarchical and sequential organization.","tree structure|hierarchy vs linear","clarity|structural reasoning","rubric","data-structures|trees|easy|subjective"
125,8,Data Structures,41,"Data Structures - Arrays",41,"Indexed Data Operations","1|2|4|7",medium,MCQ,"What is a common limitation of arrays compared to linked lists?",They cannot store numbers,They have fixed size in many implementations,They cannot be traversed,They cannot use indexes,B,"A common limitation is fixed size.","Arrays are often less flexible for dynamic resizing.","array limitation|fixed size|comparison","tradeoff thinking|accuracy","exact_match","data-structures|arrays|medium|mcq"
126,8,Data Structures,42,"Data Structures - Linked Lists",42,"Singly Linked List Operations","1|2|4|7",medium,Subjective,"Why can insertion at the beginning of a linked list be more efficient than in an array?","","","","",,"In a linked list, insertion at the beginning can be done by changing a pointer, while arrays may require shifting multiple elements.","The answer should compare pointer update vs element shifting.","linked list insertion|array shifting|efficiency comparison","comparison thinking|efficiency awareness","rubric","data-structures|linked-list|medium|subjective"
127,8,Data Structures,43,"Data Structures - Stacks",43,"Stack Operations and Applications","1|2|4|9",medium,Subjective,"Give one real-world or programming use case where a stack is a natural fit.","","","","","","A stack is useful for undo operations in editors or for function call management in programming.","The answer should identify LIFO-like behavior in a use case.","stack use case|LIFO application","applied reasoning|clarity","rubric","data-structures|stack|medium|subjective"
128,8,Data Structures,44,"Data Structures - Queues",44,"Queue Operations and Scheduling Use Cases","1|2|4|9",medium,Situational,"A system processes support tickets in the order they arrive. Which data structure should your app explain here and why?","","","","",,"A queue should be explained because it processes items in first-in-first-out order, which matches handling tickets in arrival sequence.","The response should map FIFO behavior to ticket processing.","queue use case|FIFO scheduling|support systems","application mindset|mapping concepts","rubric","data-structures|queue|situational|medium"
129,8,Data Structures,45,"Data Structures - Trees",45,"Basic Tree Traversal and Properties","1|2|4|12",medium,Situational,"Your app wants to teach folder organization on a computer. Why are trees a good conceptual match?","","","","",,"Trees model hierarchical relationships well, so folders, subfolders, and files can be
