question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
47,3,Chemistry,17,"Chemical Bonding - Bond Types",17,"Ionic and Covalent Bonding","6|11|16",medium,MCQ,"Which pair is most likely to form an ionic bond?",Hydrogen and oxygen,Sodium and chlorine,Carbon and hydrogen,Nitrogen and oxygen,B,"Sodium and chlorine are most likely to form an ionic bond.","A metal and a non-metal commonly form ionic bonds through electron transfer.","ionic bond formation|metal nonmetal","classification|analytical reasoning","exact_match","chemistry|bonding|medium|mcq"
48,3,Chemistry,20,"Stoichiometry - Mole Concept",20,"Mole Mass and Conversion Problems","5|6|11",medium,MCQ,"How many moles are present in 36 g of water?",1 mole,2 moles,3 moles,4 moles,B,"There are 2 moles of water.","Moles = mass / molar mass = 36 / 18 = 2.","mole calculation|mass to moles","calculation accuracy|stepwise thinking","exact_match","chemistry|mole-concept|medium|mcq"
49,3,Chemistry,19,"Inorganic Chemistry - Periodic Trends",19,"Trend-Based Element Comparison","6|11",medium,Subjective,"Why does atomic radius generally decrease across a period?","","","","",,"Atomic radius decreases across a period because nuclear charge increases while electrons are added to the same shell, pulling them closer to the nucleus.","A strong answer should mention increasing nuclear charge and same-shell electron addition.","atomic radius|effective nuclear charge|periodic trend","cause-effect reasoning|clarity","rubric","chemistry|periodic-trends|medium|subjective"
50,3,Chemistry,18,"Organic Chemistry - Hydrocarbons",18,"Hydrocarbon Classification and Reactions","6|16",medium,Subjective,"Explain one difference between alkanes and alkenes.","","","","",,"Alkanes contain only single carbon-carbon bonds, while alkenes contain at least one carbon-carbon double bond.","The answer should distinguish saturation and bond type.","alkanes vs alkenes|bond type|saturation","comparison|concept clarity","rubric","chemistry|organic|medium|subjective"
51,3,Chemistry,17,"Chemical Bonding - Bond Types",17,"Ionic and Covalent Bonding","11|16",medium,Situational,"In a learning app, a student confuses ionic and covalent bonding. What visual teaching aid would best help and why?","","","","",,"A diagram showing electron transfer for ionic bonding and electron sharing for covalent bonding would help because it visually contrasts the core mechanism of each bond type.","The response should focus on electron transfer vs sharing and visual clarity.","bond visualization|electron transfer|electron sharing","teaching awareness|communication","rubric","chemistry|bonding|situational|medium"
52,3,Chemistry,20,"Stoichiometry - Mole Concept",20,"Mole Mass and Conversion Problems","5|6|11",hard,MCQ,"What is the number of moles in 88 g of carbon dioxide (CO2)?",1 mole,2 moles,3 moles,4 moles,B,"There are 2 moles of CO2.","Molar mass of CO2 is 44 g/mol, so moles = 88/44 = 2.","moles|carbon dioxide|molar mass","calculation accuracy|precision","exact_match","chemistry|stoichiometry|hard|mcq"
53,3,Chemistry,16,"Physical Chemistry - Atomic Structure",16,"Subatomic Structure and Orbitals","6|11|16",hard,Subjective,"Describe how electrons are arranged in shells in a simple atom and why this matters for chemical behavior.","","","","",,"Electrons occupy shells around the nucleus, and the number of electrons in the outermost shell affects bonding and reactivity. Atoms with nearly full or nearly empty outer shells tend to react to reach stability.","A strong answer should mention shell arrangement, outer electrons, and reactivity.","electron shells|valence electrons|chemical behavior","structured explanation|conceptual depth","rubric","chemistry|atomic-structure|hard|subjective"
54,3,Chemistry,19,"Inorganic Chemistry - Periodic Trends",19,"Trend-Based Element Comparison","6|11",hard,Situational,"Your platform recommends chemistry topics based on learner weakness. If a student keeps missing periodic trend questions, what concepts should the remediation module reinforce first?","","","","",,"The module should reinforce atomic structure, effective nuclear charge, shell arrangement, and how these explain trends like atomic size, ionization energy, and electronegativity.","The answer should connect root concepts to trend understanding.","periodic trends|effective nuclear charge|remediation logic","diagnostic thinking|instructional design","rubric","chemistry|periodic-table|hard|situational"
55,3,Chemistry,18,"Organic Chemistry - Hydrocarbons",18,"Hydrocarbon Classification and Reactions","6|16",hard,Situational,"A candidate in a petrochemical training program must distinguish saturated and unsaturated hydrocarbons quickly. How should a situational question test real understanding rather than memorization?","","","","",,"The question should present unfamiliar compounds or structures and ask the learner to justify classification based on bond types rather than recall labels. This tests concept transfer rather than rote memory.","A good answer emphasizes structural reasoning, bond analysis, and applied classification.","hydrocarbon classification|saturated vs unsaturated|concept transfer","critical thinking|application mindset","rubric","chemistry|organic|hard|situational"
56,3,Chemistry,17,"Chemical Bonding - Bond Types",17,"Ionic and Covalent Bonding","6|11|16",hard,MCQ,"Which statement best describes a covalent bond?",Electrons are transferred between atoms,Protons are shared between atoms,Electrons are shared between atoms,Neutrons are exchanged between atoms,C,"A covalent bond involves sharing of electrons between atoms.","Covalent bonding results from shared electron pairs.","covalent bond|electron sharing","classification|accuracy","exact_match","chemistry|bonding|hard|mcq"
57,3,Chemistry,20,"Stoichiometry - Mole Concept",20,"Mole Mass and Conversion Problems","5|6",medium,Situational,"You are creating an app feature that converts chemical mass to number of particles. Why is the mole concept central to this feature?","","","","",,"The mole concept acts as the bridge between measurable mass and microscopic particle count, enabling conversion using molar mass and Avogadro’s number.","The response should mention mass-mole-particle linkage.","mole bridge|mass to particles|avogadro number","system thinking|applied explanation","rubric","chemistry|mole-concept|situational|medium"
58,4,English Communication,21,"Grammar - Parts of Speech",21,"Word Function Identification","3|8|13|14",easy,MCQ,"Which word is a noun in the sentence: 'The manager approved the plan'?",approved,plan,the,manager,D,"'Manager' is a noun.","A noun names a person, place, thing, or idea.","noun identification|parts of speech","language awareness|accuracy","exact_match","english|grammar|easy|mcq"
59,4,English Communication,22,"Grammar - Sentence Correction",22,"Error Detection and Correction","3|8|13|14",easy,MCQ,"Choose the correct sentence.",She go to office daily,She goes to office daily,She going to office daily,She gone to office daily,B,"The correct sentence is 'She goes to office daily.'","The singular subject 'She' takes 'goes' in present simple tense.","subject verb agreement|sentence correction","accuracy|attention to detail","exact_match","english|sentence-correction|easy|mcq"
60,4,English Communication,23,"Vocabulary - Semantic Relations",23,"Synonyms and Antonyms in Context","3|13|14",easy,MCQ,"Which word is closest in meaning to 'rapid'?",slow,quick,weak,lazy,B,"'Quick' is the closest synonym.","Rapid means fast or quick.","synonyms|vocabulary meaning","language precision|recall","exact_match","english|vocabulary|easy|mcq"
61,4,English Communication,24,"Reading - Comprehension Skills",24,"Main Idea and Inference Analysis","3|13|14",easy,Subjective,"What is the main idea of a passage? Explain in one or two lines.","","","","",,"The main idea is the central point or overall message that the passage is trying to communicate.","A good answer should identify that the main idea is the core message, not a minor detail.","main idea|reading comprehension","clarity|structured reading","rubric","english|reading|easy|subjective"
62,4,English Communication,25,"Writing - Formal Communication",25,"Email and Summary Writing","3|8|13|14",easy,Subjective,"Write one line that politely asks for an update on a submitted application.","","","","",,"Could you please share an update on the status of my application?","The response should be polite, concise, and professional.","formal email tone|professional request","professionalism|communication","rubric","english|formal-writing|easy|subjective"
63,4,English Communication,21,"Grammar - Parts of Speech",21,"Word Function Identification","3|8|13",medium,MCQ,"Identify the adjective in the sentence: 'She wore a beautiful dress to the event.'",wore,event,dress,beautiful,D,"'Beautiful' is the adjective.","An adjective describes a noun.","adjective identification|parts of speech","accuracy|language awareness","exact_match","english|grammar
